Title,Conference
A Novel Genetic Algorithm with Cell Crossover for Circuit Design Optimization.,ISCAS
DEFT: Distributed Exponentially-Weighted Flow Splitting.,INFOCOM
Portable biomarker detection with magnetic nanotags.,ISCAS
DHT-based traffic localization in the wild.,INFOCOM
On Restructuring Nested Relations in Partitioned Normal Form.,VLDB
"A low-voltage, analog power-law function generator.",ISCAS
A 5.2 pJ/pulse impulse radio pulse generator in 90 nm CMOS.,ISCAS
The blues machine.,SIGGRAPH
Bi-criterion optimization of non-uniform filter banks for acoustic echo cancellation.,ISCAS
A parallel architecture for ray-tracing with an embedded intersection algorithm.,ISCAS
Adaptive radiosity textures for bidirectional ray tracing.,SIGGRAPH
AdapCode: Adaptive Network Coding for Code Updates in Wireless Sensor Networks.,INFOCOM
Synchronizing semantic stores with commutative replicated data types.,WWW
Vegetation on Monsters University.,SIGGRAPH
Design of Cosine-Modulated Pseudo-QMF Banks Using Semidefinite Programming Relaxation.,ISCAS
7-decades tunable translinear SiGe BiCMOS 3-phase sinusoidal oscillator.,ISCAS
Group Event Detection for Video Surveillance.,ISCAS
Binning algorithm for accurate computer aided device modeling.,ISCAS
Performance of Reliable Transport Protocol over IEEE 802.11 Wireless LAN: Analysis and Enhancement.,INFOCOM
"Rolling boles, optimal XML structure integrity for updating operations.",WWW
A Graph-Based Model for Disconnected Ad Hoc Networks.,INFOCOM
Migrating web application sessions in mobile computing.,WWW
A click model for time-sensitive queries.,WWW
Exploiting session-like behaviors in tag prediction.,WWW
Guaranteeing the topology of an implicit surface polygonization for interactive modeling.,SIGGRAPH
Fast-automatic 3D face generation using a single video camera.,SIGGRAPH
Mobile Computing: Fertile Research Area or Black Hole? (Panel).,VLDB
Influence propagation and maximization for heterogeneous social networks.,WWW
Fully integrated and reconfigurable architecture for coherent self-testing of IQ ADCs.,ISCAS
A 2-pin input multi frequency power scavenging unit for wireless sensor nodes and RFID tags.,ISCAS
Aggregate Congestion Control for Distributed Multimedia Applications.,INFOCOM
Efficient alias-free rendering using bit-masks and look-up tables.,SIGGRAPH
Does social contact matter?: modelling the hidden web of trust underlying twitter.,WWW
A controller for wind generators to increase damping of power oscillations.,ISCAS
A semiblind receiver based upon multiple constrained subspace MUD for long-code downlink multirate DS-CDMA systems.,ISCAS
Dynamically Swappable Hardware Design in Partially Reconfigurable Systems.,ISCAS
A new model for adaptive displays based on von Kries hypothesis.,SIGGRAPH
Mixed Techniques to Protect Precharged Busses against Differential Power Analysis Attacks.,ISCAS
Beating Shapes Relying on Moire Level Lines,SIGGRAPH
A reconfigurable IC for wireless monitoring of chemical or electrical neural activity.,ISCAS
Design of orthogonal coded excitation for synthetic aperture imaging in ultrasound systems.,ISCAS
Conecptual Modeling Using and Extended E-R Model (Abstract).,VLDB
Adaptive Aggregation on Chip Multiprocessors.,VLDB
Computationally-efficient iterative decoding for storage system design: Min-Sum refined.,ISCAS
To Cache or Not To Cache?,INFOCOM
On the Effectiveness of Probabilistic Packet Marking for IP Traceback under Denial of Service Attack.,INFOCOM
Analysis of the convergence behavior of the complex Gaussian kernel LMS algorithm.,ISCAS
Reducing Packet Losses in Networks of Commodity IEEE 802.15.4 Sensor Motes Using Cooperative Communication and Diversity Combination.,INFOCOM
A noise-tolerant matchline scheme with XOR-based conditional keeper for energy-efficient TCAM.,ISCAS
Output perturbation with query relaxation.,VLDB
Perturbation analysis of subspace-based semi-blind MIMO channel estimation approaches.,ISCAS
High-order multi-bit incremental converter with Smart-DEM algorithm.,ISCAS
Using proportional transportation similarity with learned element semantics for XML document clustering.,WWW
A sub-100nA power management system for wireless structure health monitoring applications.,ISCAS
A novel MUX-FF circuit for low power and high speed serial link interfaces.,ISCAS
A Decomposition Method for Transmission Scheduling in Multi-Channel Wireless Sensor Networks.,INFOCOM
Collaborative ICT for Indian business clusters.,WWW
DNA-like Learning Algorithm of CNN Template Implementing Boolean Functions.,ISCAS
Mobile tagging and mixed realities.,SIGGRAPH
A Presentation Architecture for Individualized Content.,WWW
Topology Control in Heterogeneous Wireless Networks: Problems and Solutions.,INFOCOM
Sparse kernel cepstral coefficients (SKCC): Inner-product based features for noise-robust speech recognition.,ISCAS
"Satellite Navigation: New Signals, New Challenges.",ISCAS
An Adaptive Block Size Phase Correlation Motion Estimation Using Adaptive Early Search Termination Technique.,ISCAS
3D reconstruction from planar points: A candidate method for authentication of fingerprint images captured by mobile devices.,ISCAS
A real-time motion-feature-extraction image processor employing digital-pixel-sensor-based parallel architecture.,ISCAS
Protection of Information in Relational Data Bases.,VLDB
Optimal Bandwidth Reservation Schedule in Cellular Network.,INFOCOM
The Origin of Power-Laws in Internet Topologies Revisited.,INFOCOM
FRM-Based FIR Filters with Minimum Coefficient Sensitivities.,ISCAS
Internet search engines: past and future.,WWW
Oscillations with TCP-Like Flow Control in Networks of Queues.,INFOCOM
"Design, Analysis and Implementation of Integrated Micro-Thermal Control Systems.",ISCAS
A Comparative Study of 6T and 4T SRAM Cells in Double-Gate CMOS with Statistical Variation.,ISCAS
Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations.,VLDB
A parallel processor architecture for graphics arithmetic operations.,SIGGRAPH
A Unified Approach to Optimizing Performance in Networks Serving Heterogeneous Flows.,INFOCOM
Best-effort Networks: Modeling and Performance Analysis via Large Networks Asymptotics.,INFOCOM
Harmonic Control Network for 2.6 GHz CMOS Class-F Power Amplifier.,ISCAS
Interactive light field display from a cluster of projectors.,SIGGRAPH
ERA: Efficient Serial and Parallel Suffix Tree Construction for Very Long Strings.,VLDB
DoNet: a semantic domotic framework.,WWW
Algorithmic Applications for a new Result on Multivalued Dependencies.,VLDB
Stackelberg games for energy-efficient power control in wireless networks.,INFOCOM
Modeling and simulation of complex heterogeneous systems.,ISCAS
Parsimonious Linear Fingerprinting for Time Series.,VLDB
Understanding user goals in web search.,WWW
Queries and Updates in the coDB Peer to Peer Database System.,VLDB
Improving the power-delay product in SCL circuits using source follower output stage.,ISCAS
CS4: A Tool for Database Design by Infological Simulation (Abstract).,VLDB
A novel low-power physical design methodology for MTCMOS.,ISCAS
SWIM: A Simple Model to Generate Small Mobile Worlds.,INFOCOM
TicTacToon: a paperless system for professional 2D animation.,SIGGRAPH
ISP and Egress Path Selection for Multihomed Networks.,INFOCOM
Designing a Practical Access Point Association Protocol.,INFOCOM
A class of reliable UDP-based transport protocols based on stochastic approximation.,INFOCOM
A Middleware for Fast and Flexible Sensor Network Deployment.,VLDB
Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista.,VLDB
BVH for efficient raytracing of dynamic metaballs on GPU.,SIGGRAPH
Who is SMILing on the Web?,WWW
How status and reputation shape human evaluations: consequences for recommender systems.,WWW
Current mode DC-DC buck converters with optimal fast-transient control.,ISCAS
Objectivity Industrial Exhibit.,VLDB
On Network Correlated Data Gathering.,INFOCOM
High performance data acquisition system for IRFPA testing.,ISCAS
A CMOS contact imager for locating individual cells.,ISCAS
Efficient similarity joins for near duplicate detection.,WWW
Dynamic sawtooth compensation (DSC) technique with self-tuning mode selection (SMS) for current-mode Buck-Boost converter.,ISCAS
Clustering Overhead for Hierarchical Routing in Mobile Ad hoc Networks.,INFOCOM
sDTW: Computing DTW Distances using Locally Relevant Constraints based on Salient Feature Alignments.,VLDB
Performance Issues in Incremental Warehouse Maintenance.,VLDB
The Meandering Current Mobility Model and its Impact on Underwater Mobile Sensor Networks.,INFOCOM
Arithmetic module generator with algorithm optimization capability.,ISCAS
DipZoom: The Internet Measurements Marketplace.,INFOCOM
A FVF based output capacitorless LDO regulator with wide load capacitance range.,ISCAS
Truncated MCM using pattern modification for FIR filter implementation.,ISCAS
Rome Reborn.,SIGGRAPH
GridDataBus: Information-centric platform for scalable secure resilient phasor-data sharing.,INFOCOM
GoThere: travel suggestions using geotagged photos.,WWW
Congestion Control via Online Sampling.,INFOCOM
Consensus in networked multi-agent systems via model predictive control with horizon one.,ISCAS
Web based device independent mobile map applications.: the m-CHARTIS system.,WWW
Maximum Throughput and Fair Bandwidth Allocation in Multi-Channel Wireless Mesh Networks.,INFOCOM
Approaches to the implementation of noise-coupling in continuous-time Delta-Sigma modulators.,ISCAS
Optimal control for base station sleep mode in energy efficient radio access networks.,INFOCOM
Measuring harmonics by an improved FFT-based algorithm with considering frequency variations.,ISCAS
Wireless network coding: Deciding when to flip the switch.,INFOCOM
A custom GZIP decoder for DTV application.,ISCAS
Task-binding based branch-and-bound algorithm for NoC mapping.,ISCAS
Design and integration of a remotely programmable dental monitoring device.,ISCAS
Cooperative Packet Caching and Shortest Multipath Routing in Mobile Ad hoc Networks.,INFOCOM
Balancing Supply and Demand of Bandwidth in Wireless Cellular Networks: Utility Maximization over Powers and Rates.,INFOCOM
Efficient Management of Multiversion Documents by Object Referencing.,VLDB
Effect of Large Buffers on TCP Queueing Behavior.,INFOCOM
Computer-mediated performance and extended instrument design.,SIGGRAPH
Digital halftoning with space filling curves.,SIGGRAPH
Towards a legged chip.,ISCAS
Exact regenerating codes for Byzantine fault tolerance in distributed storage.,INFOCOM
Lobe asymmetry-based automatic classification of brain magnetic resonance images.,ISCAS
Beat story: life-log system of subjective time using heart beat rate.,SIGGRAPH
Reading a Set of Disk Pages.,VLDB
Developing practical models for teaching motion capture.,SIGGRAPH
Fundamental and Secondary Issues in the Design of Non-Procedural Relational Languages.,VLDB
L2P2: Location-aware location privacy protection for location-based services.,INFOCOM
Compensation of IQ imbalance and transmitter nonlinearities in broadband MIMO-OFDM.,ISCAS
Improving the coverage of ultra wideband impulse radio by pulse compression.,ISCAS
Letter from the the Associate Editors.,VLDB
Compressed data structures for annotated web search.,WWW
Peceptual distortion metric based on wavelet frequency sensitivity and multiple visual fixations.,ISCAS
Improved characterization of high speed continuous-time &#916;&#931; modulators using a duobinary test interface.,ISCAS
A Compact On-Chip Capacitive-Coupling Scheme for Very-Low Frequency Applications.,ISCAS
The efficient VLSI design of BI-CUBIC convolution interpolation for digital image processing.,ISCAS
A dynamic game solution to malware attack.,INFOCOM
Modeling the growth of future web.,WWW
Particle swarm localization of acoustic sources in the presence of reverberation.,ISCAS
A Fast 3D-BSG Algorithm for 3D Packing Problem.,ISCAS
MyXDNS: a resquest routing dns server with decoupled server selection.,WWW
Towards a development process for geospatial information retrieval and search.,WWW
SHRiNK: A method for scaleable performance prediction and efficient network simulation.,INFOCOM
I/O-Conscious Data Preparation for Large-Scale Web Search Engines.,VLDB
OrientStore: A Schema Based Native XML Storage System.,VLDB
Indexing Multi-Dimensional Uncertain Data with Arbitrary Probability Density Functions.,VLDB
Noise coupling due to through silicon vias (TSVs) in 3-D integrated circuits.,ISCAS
A reconfigurable FIR filter design using dynamic partial reconfiguration.,ISCAS
A VLSI Architecture for a Fast Computation of the 2-D Discrete Wavelet Transform.,ISCAS
A search engine for natural language applications.,WWW
The Development and Application of Data Base Design Tools and Methodology.,VLDB
XAR-miner: efficient association rules mining for XML data.,WWW
Master Stability Function for networks of Chua's circuits with static and dynamic couplings.,ISCAS
A Human Vision System based Flash Picture Coding Method for Video Coding.,ISCAS
Physical layer security from inter-session interference in large wireless networks.,INFOCOM
Using statistical topic models to organize and visualize large-scale architectural image databases.,SIGGRAPH
DET FF topologies: A detailed investigation in the energy-delay-area domain.,ISCAS
Turning liabilities into assets: Exploiting deep submicron CMOS technology to design secure embedded circuits.,ISCAS
CosmicAI: generating sky backgrounds through content-based search and flexible composition.,SIGGRAPH
Direct DDFS FM modulator with baseband interpolator.,ISCAS
Block precoder-based energy constrained DFE.,ISCAS
Surveillance face hallucination via variable selection and manifold learning.,ISCAS
Provisioning Quality Controlled Medium Access in UltraWideBand-Operated WPANs.,INFOCOM
Accurate transient response model for automatic synthesis of high-speed operational amplifiers.,ISCAS
A 3mW 8-Bit radiation-hardened-by-design DAC for ultra-wide temperature range from -180&#176;C to 120&#176;C.,ISCAS
Collaborative error control method for sequential logic circuits.,ISCAS
A License Management Model to Support B2C and C2C Music Sharing.,WWW
Towards a GBit/s Programmable Decoder for LDPC Convolutional Codes.,ISCAS
The Yin and Yang of Processing Data Warehousing Queries on GPU Devices.,VLDB
Decorating implicit surfaces.,SIGGRAPH
Gamesense.,WWW
CLB-based Detection and Correction of Bit-flip faults in SRAM-based FPGAs.,ISCAS
Minimum-Energy Broadcast Using Practical Directional Antennas in All-Wireless Networks.,INFOCOM
The External Schema and CODASYL.,VLDB
An ultra-fast parallel architecture using sequential circuits computing on random bits.,ISCAS
CMOS variable-gain wide-bandwidth CMFB-free differential current feedback amplifier for ultrasound diagnostic applications.,ISCAS
VLSI implementation of a WiMAX/LTE compliant low-complexity high-throughput soft-output K-Best MIMO detector.,ISCAS
Hybrid stereo camera: an IBR approach for synthesis of very high resolution stereoscopic image sequences.,SIGGRAPH
SNR-based frame-level video bit rate allocation.,ISCAS
3.5-D integration: A case study.,ISCAS
Noise model of indirect-feedback sigma-delta image sensors.,ISCAS
Packetostatics: deployment of massively dense sensor networks as an electrostatics problem.,INFOCOM
Dual-Buffering Strategies in Object Bases.,VLDB
A biomimetic CMOS synapse.,ISCAS
A Low Power 4-bit Interleaved Burst Sampling ADC for Sub-GHz Impulse UWB Radio.,ISCAS
A novel approach to statistical simulation of ICS affected by non-linear variabilities.,ISCAS
A Method for Change Computation in Deductive Databases.,VLDB
Maximum Coverage at Minimum Cost for Multi-Domain IP/MPLS Networks.,INFOCOM
Design of a low power mixed-signal RAKE receiver.,ISCAS
An Architecture for Managing Application Services over Global Networks.,INFOCOM
Self-Configuring Information Management for Large-Scale Service Overlays.,INFOCOM
Electronically tunable current-mode universal biquadratic filter using a single CCCFTA.,ISCAS
Vulnerability and protection for distributed consensus-based spectrum sensing in cognitive radio networks.,INFOCOM
Modified SDF Architecture for Mixed DIF/DIT FFT.,ISCAS
Community-driven data grids.,VLDB
Capacity-Constrained Design of Resilient Multi-Tier Wireless Mesh Networks.,INFOCOM
Computer-Aided Average-Value Modeling of Fourth-Order PWM DC-DC Converters.,ISCAS
A framework for evaluating network measures for functional importance.,WWW
Realization of MIMO linear discrete-time systems with minimum L<sub>2</sub>-sensitivity and no overflow oscillations.,ISCAS
Adaptive coded aperture projection.,SIGGRAPH
Power-aware NoC router using central forecasting-based dynamic virtual channel allocation.,ISCAS
DSP implementation of a low-complexity algorithm for real-time automated vessel detection in images of the fundus of the human retina.,ISCAS
GeoScope: Online Detection of Geo-Correlated Information Trends in Social Networks.,VLDB
Low-latency multi-flow broadcasts in fading wireless networks.,INFOCOM
Rapid prototyping of web applications combining domain specific languages and model driven design.,WWW
A Bit-Stuffing Algorithm for Crosstalk Avoidance in High Speed Switching.,INFOCOM
The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies.,VLDB
The science of images: a cross-disciplinary introduction to the field of 3-D computer graphics.,SIGGRAPH
On the optimal mobile association in heterogeneous wireless relay networks.,INFOCOM
Complex Event Detection at Wire Speed with FPGAs.,VLDB
Bonding-wire triangular spiral inductor for on-chip switching power converters.,ISCAS
Consideration set generation in commerce search.,WWW
A more precise model for web retrieval.,WWW
A habit mining approach for discovering similar mobile users.,WWW
Inferring Link Loss Using Striped Unicast Probes.,INFOCOM
An experimental study of large-scale mobile social network.,WWW
FDB: A Query Engine for Factorised Relational Databases.,VLDB
Scalable Hierarchical Access Control in Secure Group Communications.,INFOCOM
SEED: a framework for extracting social events from press news.,WWW
A new low-voltage CMOS unity-gain buffer.,ISCAS
Origins London-Belize Website.,SIGGRAPH
Intelligent cage for remotely powered freely moving animal telemetry systems.,ISCAS
An economic side-effect for prefix deaggregation.,INFOCOM
A Fast and reliable switching median filter for highly corrupted images by impulse noise.,ISCAS
Basins of attraction for periodic solutions of discretized sliding mode control systems.,ISCAS
High-Performance Dynamic Pattern Matching over Disordered Streams.,VLDB
A Signal Processing View on Packet Sampling and Anomaly Detection.,INFOCOM
Oz: the great and volumetric.,SIGGRAPH
Real-time compositing framework for interactive stereo fMRI displays.,SIGGRAPH
Compact power-efficient CMOS exponential voltage-to-voltage converter.,ISCAS
Balanced Packet Discard for Improving TCP Performance in ATM Networks.,INFOCOM
SRAM in hold-operation: Modeling the interaction of soft-errors and switching power-supply noise.,ISCAS
"Gossip algorithms: design, analysis and applications.",INFOCOM
A Pragmatic Approach to Structured Database Design.,VLDB
Locking range analysis for injection-locked frequency dividers.,ISCAS
Optimizing throughput for limited receiver circuit power.,ISCAS
Analysis and Performance Evaluation of a Digital Carrier Synchronizer for Modem Applications.,ISCAS
A mixed queueing network model of mobility in a campus wireless network.,INFOCOM
Visual thinkers in an age of computer visualization: problems and possibilities.,SIGGRAPH
Policy Based QoS Architecture in MUSE.,INFOCOM
Instant radiosity.,SIGGRAPH
A high performance CAVLC encoder design for MPEG-4 AVC/H.264 video coding applications.,ISCAS
Consort: Node-Constrained Opportunistic Routing in wireless mesh networks.,INFOCOM
A novel neural network-based linearization and auto-compensation technique for sensors.,ISCAS
Piko: A Framework for Authoring Programmable Graphics Pipelines,SIGGRAPH
Quasi-Resonant Interconnects: A Low Power Design Methodology.,ISCAS
Computational advertising: leveraging user interaction &amp; contextual factors for improved ad retrieval &amp; ranking.,WWW
Managing and querying transaction-time databases under schema evolution.,VLDB
Compact lumped element model for TSV in 3D-ICs.,ISCAS
Offset cancellation for zero crossing based circuits.,ISCAS
Retrieving Top-k Prestige-Based Relevant Spatial Web Objects.,VLDB
Sampling Biases in IP Topology Measurements.,INFOCOM
Indexing for Function Approximation.,VLDB
On End-to-End Throughput of Opportunistic Routing in Multirate and Multihop Wireless Networks.,INFOCOM
0.5V wavelet filters using current mirrors.,ISCAS
BodyQoS: Adaptive and Radio-Agnostic QoS for Body Sensor Networks.,INFOCOM
A machine-to-machine architecture to merge semantic sensor measurements.,WWW
A Theoretical Analysis of Split Delta-Sigma ADCs.,ISCAS
Double Bubbles Sans Toil and Trouble: Discrete Circulation-Preserving Vortex Sheets for Soap Films and Foams,SIGGRAPH
Finding all modes of nonlinear oscillations by the Krawczyk-Moore-Jones algorithm.,ISCAS
Concept for an adaptive digital front-end for multi-mode wireless receivers.,ISCAS
An adaptive speed function of level set method for moving object extraction.,ISCAS
Using photographic quality images in desktop applications (panel session).,SIGGRAPH
Data Model Equivalence.,VLDB
Approximate NN queries on Streams with Guaranteed Error/performance Bounds.,VLDB
A distributed broadcast protocol in multi-hop cognitive radio ad hoc networks without a common control channel.,INFOCOM
A Capacitor-Free CMOS Low-Dropout Regulator.,ISCAS
Hardware-efficient filterbank design for fast recursive MDST and IMDST algorithms.,ISCAS
Rango: a case of lighting and compositing a CG animated feature in an FX-oriented facility.,SIGGRAPH
Iolaus: securing online content rating systems.,WWW
Accuracy estimate and optimization techniques for SimRank computation.,VLDB
A technique to design high entropy chaos-based true random bit generators.,ISCAS
Novel MOSFET-only bandgap voltage reference.,ISCAS
Providing Multiple Service Classes For Bursty Data Traffic in Cellular Networks.,INFOCOM
Scheduling and binding for low gate leakage nanoCMOS datapath circuit synthesis.,ISCAS
Making Large Scale Deployment of RCP Practical for Real Networks.,INFOCOM
Double Mobility: Coverage of the Sea Surface with Mobile Sensor Networks.,INFOCOM
"Modeling, Analysis and Improvement for BitTorrent-Like File Sharing Networks.",INFOCOM
SplashDisplay: volumetric projection using projectile beads.,SIGGRAPH
"Classification of access network types: Ethernet wireless LAN, ADSL, cable modem or dialup?",INFOCOM
A free but efficient class AB two-stage operational amplifier.,ISCAS
Fast HEVC intra mode decision using matching edge detector and kernel density estimation alike histogram generation.,ISCAS
Quill: a collaborative design assistant for cross platform web application user interfaces.,WWW
A Faceted Query Engine Applied to Archaeology.,VLDB
Analyzing Quantitative Databases: Image is Everything.,VLDB
REHIST: Relative Error Histogram Construction Algorithms.,VLDB
Packet distribution Algorithms for Sensor Networks.,INFOCOM
Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,VLDB
Emancipated Pixels: Real-World Graphics in the Luminous Room.,SIGGRAPH
Analog front-end RX design for UWB impulse radio in 90nm CMOS.,ISCAS
A best-first tree-searching approach for ML decoding in MIMO system.,ISCAS
Tekken 6 bloodline rebellion intro.,SIGGRAPH
Bandwidth Allocation for Virtual Paths (BAVP): Investigation of Performance of Classical Constrained and Genetic Algorithm Based Optimisation Techniques.,INFOCOM
A floating gate graphene FET complementary inverter with symmetrical transfer characteristics.,ISCAS
Leveraging user comments for aesthetic aware image search reranking.,WWW
Preface for the TempWeb '13 Workshop.,WWW
Allocating inverted index into flash memory for search engines.,WWW
PASSAGES: Preserving Anonymity of Sources and Sinks against Global Eavesdroppers.,INFOCOM
Optimization of Systems of Algebraic Equations for Evaluating Datalog Queries.,VLDB
Monolithic Spiral Transformers: A Design Methodology.,ISCAS
Minimum Cost Data Aggregation with Localized Processing for Statistical Inference.,INFOCOM
On the use of joint diagonalization in blind signal processing.,ISCAS
Overview of Turn Data Management Platform for Digital Advertising.,VLDB
Topic segmentation of message hierarchies for indexing and navigation support.,WWW
Improving the Statistical Properties of Number Sequences Produced by Pseudorandom Generators derived from the R&eacute;nyi Chaotic Map.,ISCAS
A New ACK Policy To Mitigate the Effects of Coexisting IEEE 802.11/802.11e Devices.,INFOCOM
Perspective-computer graphics in Europe and Japan (panel session).,SIGGRAPH
Design and realization of stereoscopic 3D for Disney classics.,SIGGRAPH
Fast and accurate estimation of gain and sample-time mismatches in time-interleaved ADCs using on-chip oscillators.,ISCAS
Cross-scene abnormal event detection.,ISCAS
Growing documentary: creating a collaborative computer-supported story telling environment.,SIGGRAPH
Space Efficiency in Synopsis Construction Algorithms.,VLDB
Mining Top-K Large Structural Patterns in a Massive Network.,VLDB
Adaptive mode and modulation coding switching scheme in MIMO multicasting system.,ISCAS
Stimulating Cooperation in Multi-hop Wireless Networks Using Cheating Detection System.,INFOCOM
Projected light microscopy.,SIGGRAPH
Updates for Structure Indexes.,VLDB
Selectivity Estimation for Fuzzy String Predicates in Large Data Sets.,VLDB
Perspective dragging: quick area selection in photos.,SIGGRAPH
Lighting technology of the last of us.,SIGGRAPH
AMS and RF design for reliability methodology.,ISCAS
Optimal Top-K Query Evaluation for Weighted Business Processes.,VLDB
Large Scale Analysis of the eDonkey P2P File Sharing System.,INFOCOM
Linear current mode image sensor with focal plane spatial image processing.,ISCAS
ClouDiA: A Deployment Advisor for Public Clouds.,VLDB
A mode-mapping and optimized MV conjunction based MGS-scalable SVC to AVC IPPP transcoder.,ISCAS
Multi-chains encoding scheme in low-cost ATE.,ISCAS
Performance of Random Access Scheduling Schemes in Multi-Hop Wireless Networks.,INFOCOM
A 27-GHz low-power push-push LC VCO with wide tuning range in 65nm CMOS.,ISCAS
Q-CSMA: Queue-Length Based CSMA/CA Algorithms for Achieving Maximum Throughput and Low Delay in Wireless Networks.,INFOCOM
I want my virtual friends to be life size!: adapting Second Life to multi-screen projected environments.,SIGGRAPH
A tool for design exploration and power optimization of CMOS RF circuits blocks.,ISCAS
Discovering geographical topics in the twitter stream.,WWW
Variable increment step based reconfigurable interleaver for multimode communication application.,ISCAS
A New Quadrature LC-Oscillator.,ISCAS
The Decomposition Versus Synthetic Approach to Relational Database Design.,VLDB
High Performance Dictionary-Based String Matching for Deep Packet Inspection.,INFOCOM
Impact of MOS threshold-voltage mismatch in current-steering DACs for CT &#931;&#916; modulators.,ISCAS
SmartSeer: Using a DHT to Process Continuous Queries Over Peer-to-Peer Networks.,INFOCOM
Query clustering using click-through graph.,WWW
The Case for Determinism in Database Systems.,VLDB
A cyclic vernier time-to-digital converter synthesized from a 65nm CMOS standard library.,ISCAS
"A colloidal display: membrane screen that combines transparency, BRDF and 3D volume.",SIGGRAPH
Disparity map acquisition with occlusion handling using warping constraint.,ISCAS
3D reconstruction of intricate objects using planar cast shadows.,SIGGRAPH
Robust analytical design of equiripple comb FIR filters.,ISCAS
ASCENT: Adaptive Self-Configuring sEnsor Networks Topologies..,INFOCOM
The flying : Kinect art using OpenNI and learning system.,SIGGRAPH
A clock network of distributed ADPLLs using an asymmetric comparison strategy.,ISCAS
WorldBrush: Interactive Example-based Synthesis of Procedural Virtual Worlds,SIGGRAPH
A model for efficient and flexible image computing.,SIGGRAPH
Analysis of communication models in web service compositions.,WWW
Animation and rendering of complex water surfaces.,SIGGRAPH
Image-based visual hulls.,SIGGRAPH
Lock-free consistency control for web 2.0 applications.,WWW
Tradeoffs in Processing Complex Join Queries via Hashing in Multiprocessor Database Machines.,VLDB
Touch-less interaction smartphone on go!,SIGGRAPH
Enhancing industry participation in ISCAS and Circuits and Systems Society.,ISCAS
A motion sensor interactive interface for viewing and manipulating protein structural data in 3D.,SIGGRAPH
Indexing Mixed Types for Approximate Retrieval.,VLDB
Experiments with persian text compression for web.,WWW
Overclocking datapath for latency-error tradeoff.,ISCAS
Graphical representation of RDF queries.,WWW
A novel approach for FFT data reordering.,ISCAS
Pixelating vector line art.,SIGGRAPH
Detection of a preseizure state in epilepsy: signal prediction by maximally weakly nonlinear networks?,ISCAS
Variance Analysis for Monte Carlo Integration,SIGGRAPH
Weighted Viterbi decoding for MIMO-OFDM systems with linear precoding.,ISCAS
Drive and sense interface for gyroscopes based on bandpass sigma-delta modulators.,ISCAS
Partitioning RDF exploiting workload information.,WWW
Sampling clock jitter estimation and compensation in ADC circuits.,ISCAS
EnLoc: Energy-Efficient Localization for Mobile Phones.,INFOCOM
Improved hybrid coding scheme for intra 4&times;4 residual block produced by H.264/AVC.,ISCAS
Gradient domain HDR compositing.,SIGGRAPH
Soundness proof of Z semantics of OWL using institutions.,WWW
Phoiling phishing.,WWW
Link scheduling in sensor networks: distributed edge coloring revisited.,INFOCOM
Impact of power control on the performance of ad hoc wireless networks.,INFOCOM
Programming algorithms for multilevel phase-change memory.,ISCAS
Interactive Schema Translation with Instance-Level Mappings.,VLDB
Landmark Selection and Greedy Landmark-Descent Routing for Sensor Networks.,INFOCOM
Moving big data to the cloud.,INFOCOM
Simulation techniques for noise-analysis in the PLL design process.,ISCAS
An importance-driven radiosity algorithm.,SIGGRAPH
Group Recommendation: Semantics and Efficiency.,VLDB
Data Markets in the Cloud: An Opportunity for the Database Community.,VLDB
Lighting and rendering <i>Alice in Wonderland</i>.,SIGGRAPH
Content-adaptive parallax barriers for automultiscopic 3D display.,SIGGRAPH
A low-phase-noise LC QVCO with bottom-series coupling and capacitor tapping.,ISCAS
Tunable Locally-Optimal Geographical Forwarding in Wireless Sensor Networks With Sleep-Wake Cycling Nodes.,INFOCOM
Sailer: an effective search engine for unified retrieval of heterogeneous xml and web documents.,WWW
On the Trade-Off Between Energy and Multicast Efficiency in 802.16e-Like Mobile Networks.,INFOCOM
The Effect of Skewed Data Access on Buffer Hits and Data Contention an a Data Sharing Environment.,VLDB
"The Implementation of GERM, An Entity-Relationship Data Base Management System",VLDB
The webinos project.,WWW
Increasing scene complexity: distributed vectorized view culling.,SIGGRAPH
Autocalibration for virtual environments tracking hardware.,SIGGRAPH
Implementation of a Fuzzy-Set Theoretic Data Structure System (Abstract).,VLDB
Advances in semantic multimedia analysis for personalised content access.,ISCAS
Tonality Index of Sigma-Delta Modulators : A Psychoacoustics Model Based Approach.,ISCAS
Finding minimum interconnect sub-arrays in reconfigurable VLSI arrays.,ISCAS
Gimme' the context: context-driven automatic semantic annotation with C-PANKOW.,WWW
Reducing the effects of component mismatch by using relative size information.,ISCAS
Scrolling behaviour with single- and multi-column layout.,WWW
Analysis of TDMA crossbar real-time switch design for AFDX networks.,INFOCOM
Encoder architecture with throughput over 10 Gbit/sec for quasi-cyclic LDPC codes.,ISCAS
A CNN approach to computing arbitrary Boolean functions.,ISCAS
A low-distortion fourth-order bandpass delta-sigma modulator.,ISCAS
Design of a Massively Parallel Vision Processor based on Multi-SIMD Architecture.,ISCAS
Joint Scheduling and Congestion Control in Mobile Ad-Hoc Networks.,INFOCOM
